raw_title,url,date,updated_at,product,buy_or_sell,price
24 May 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/7/,24 May 2022,Midday,RBD Palm Olein,Selling,1700
23 May 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/7/,23 May 2022,Closing,RBD Palm Olein,Selling,1680
23 May 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/7/,23 May 2022,Midday,RBD Palm Olein,Selling,1680
20 May 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/8/,20 May 2022,Closing,RBD Palm Olein,Selling,1670
20 May 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/8/,20 May 2022,Midday,RBD Palm Olein,Selling,1680
19 May 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/8/,19 May 2022,Closing,RBD Palm Olein,Selling,1660
19 May 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/8/,19 May 2022,Midday,RBD Palm Olein,Selling,1660
18 May 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/8/,18 May 2022,Closing,RBD Palm Olein,Selling,1670
18 May 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/8/,18 May 2022,Midday,RBD Palm Olein,Selling,1640
17 May 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/8/,17 May 2022,Closing,RBD Palm Olein,Selling,1640
17 May 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/8/,17 May 2022,Midday,RBD Palm Olein,Selling,1620
HOLIDAY ANNOUNCEMENT – VESAK DAY,https://agropost.wordpress.com/page/8/,,DAY,,,
13 May 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/8/,13 May 2022,Closing,RBD Palm Olein,Selling,1710
13 May 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/9/,13 May 2022,Midday,RBD Palm Olein,Selling,1710
12 May 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/9/,12 May 2022,Closing,RBD Palm Olein,Selling,1700
12 May 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/9/,12 May 2022,Midday,RBD Palm Olein,Selling,1680
11 May 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/9/,11 May 2022,Closing,RBD Palm Olein,Selling,1725
11 May 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/9/,11 May 2022,Midday,RBD Palm Olein,Selling,1700
10 May 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/9/,10 May 2022,Closing,RBD Palm Olein,Selling,1700
MPOB Monthly Report – April 2022,https://agropost.wordpress.com/page/9/,,2022,,,
10 May 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/9/,10 May 2022,Midday,RBD Palm Olein,Selling,1710
9 May 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/9/,9 May 2022,Closing,RBD Palm Olein,Selling,1740
9 May 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/9/,9 May 2022,Midday,RBD Palm Olein,Selling,1745
6 May 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/10/,6 May 2022,Closing,RBD Palm Olein,Selling,1760
6 May 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/10/,6 May 2022,Midday,RBD Palm Olein,Selling,1780
5 May 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/10/,5 May 2022,Closing,RBD Palm Olein,Selling,1820
5 May 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/10/,5 May 2022,Midday,RBD Palm Olein,Selling,1830
Eid Ul Fitr Holiday Notice,https://agropost.wordpress.com/page/10/,,Notice,,,
29 April 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/10/,29 April 2022,Closing,RBD Palm Olein,Selling,1930
29 April 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/10/,29 April 2022,Midday,RBD Palm Olein,Selling,1870
28 April 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/10/,28 April 2022,Closing,RBD Palm Olein,Selling,1860
28 April 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/10/,28 April 2022,Midday,RBD Palm Olein,Selling,1845
27 April 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/10/,27 April 2022,Closing,RBD Palm Olein,Selling,1860
27 April 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/11/,27 April 2022,Midday,RBD Palm Olein,Selling,1770
26 April 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/11/,26 April 2022,Closing,RBD Palm Olein,Selling,1760
26 April 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/11/,26 April 2022,Midday,RBD Palm Olein,Selling,1760
25 April 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/11/,25 April 2022,Closing,RBD Palm Olein,Selling,1740
25 April 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/11/,25 April 2022,Midday,RBD Palm Olein,Selling,1830
22 April 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/11/,22 April 2022,Closing,RBD Palm Olein,Selling,1700
22 April 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/11/,22 April 2022,Midday,RBD Palm Olein,Selling,1675
21 April 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/11/,21 April 2022,Closing,RBD Palm Olein,Selling,1680
21 April 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/11/,21 April 2022,Midday,RBD Palm Olein,Selling,1685
20 April 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/11/,20 April 2022,Closing,RBD Palm Olein,Selling,1680
20 April 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/12/,20 April 2022,Midday,RBD Palm Olein,Selling,1695
18 April 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/12/,18 April 2022,Closing,RBD Palm Olein,Selling,1710
18 April 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/12/,18 April 2022,Midday,RBD Palm Olein,Selling,1710
15 April 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/12/,15 April 2022,Closing,RBD Palm Olein,Selling,1700
15 April 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/12/,15 April 2022,Midday,RBD Palm Olein,Selling,1700
14 April 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/12/,14 April 2022,Closing,RBD Palm Olein,Selling,1700
14 April 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/12/,14 April 2022,Midday,RBD Palm Olein,Selling,1710
13 April 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/12/,13 April 2022,Closing,RBD Palm Olein,Selling,1680
13 April 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/12/,13 April 2022,Midday,RBD Palm Olein,Selling,1680
12 April 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/12/,12 April 2022,Closing,RBD Palm Olein,Selling,1680
12 April 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/13/,12 April 2022,Midday,RBD Palm Olein,Selling,1670
11 April 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/13/,11 April 2022,Closing,RBD Palm Olein,Selling,1640
MPOB Monthly Report – March 2022,https://agropost.wordpress.com/page/13/,,2022,,,
11 April 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/13/,11 April 2022,Midday,RBD Palm Olein,Selling,1660
8 April 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/13/,8 April 2022,Closing,RBD Palm Olein,Selling,1630
8 April 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/13/,8 April 2022,Midday,RBD Palm Olein,Selling,1630
7 April 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/13/,7 April 2022,Closing,RBD Palm Olein,Selling,1650
7 April 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/13/,7 April 2022,Midday,RBD Palm Olein,Selling,1650
6 April 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/13/,6 April 2022,Closing,RBD Palm Olein,Selling,1670
6 April 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/13/,6 April 2022,Midday,RBD Palm Olein,Selling,1670
5 April 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/14/,5 April 2022,Closing,RBD Palm Olein,Selling,1670
5 April 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/14/,5 April 2022,Midday,RBD Palm Olein,Selling,1645
4 April 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/14/,4 April 2022,Closing,RBD Palm Olein,Selling,1640
4 April 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/14/,4 April 2022,Midday,RBD Palm Olein,Selling,1660
1 April 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/14/,1 April 2022,Closing,RBD Palm Olein,Selling,1650
1 April 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/14/,1 April 2022,Midday,RBD Palm Olein,Selling,1650
31 March 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/14/,31 March 2022,Closing,RBD Palm Olein,Selling,1685
31 March 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/14/,31 March 2022,Midday,RBD Palm Olein,Selling,1690
30 March 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/14/,30 March 2022,Closing,RBD Palm Olein,Selling,1705
30 March 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/14/,30 March 2022,Midday,RBD Palm Olein,Selling,1700
29 March 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/15/,29 March 2022,Closing,RBD Palm Olein,Selling,1700
29 March 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/15/,29 March 2022,Midday,RBD Palm Olein,Selling,1710
28 March 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/15/,28 March 2022,Closing,RBD Palm Olein,Selling,1710
28 March 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/15/,28 March 2022,Midday,RBD Palm Olein,Selling,1710
25 March 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/15/,25 March 2022,Closing,RBD Palm Olein,Selling, 
25 March 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/15/,25 March 2022,Midday,RBD Palm Olein,Selling, 
24 March 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/15/,24 March 2022,Closing,RBD Palm Olein,Selling, 
24 March 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/15/,24 March 2022,Midday,RBD Palm Olein,Selling, 
23 March 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/15/,23 March 2022,Closing,RBD Palm Olein,Selling, 
23 March 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/15/,23 March 2022,Midday,RBD Palm Olein,Selling, 
22 March 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/16/,22 March 2022,Closing,RBD Palm Olein,Selling, 
22 March 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/16/,22 March 2022,Midday,RBD Palm Olein,Selling, 
21 March 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/16/,21 March 2022,Closing,RBD Palm Olein,Selling, 
21 March 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/16/,21 March 2022,Midday,RBD Palm Olein,Selling, 
18 March 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/16/,18 March 2022,Closing,RBD Palm Olein,Selling, 
18 March 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/16/,18 March 2022,Midday,RBD Palm Olein,Selling, 
17 March 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/16/,17 March 2022,Closing,RBD Palm Olein,Selling, 
17 March 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/16/,17 March 2022,Midday,RBD Palm Olein,Selling,1765
16 March 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/16/,16 March 2022,Closing,RBD Palm Olein,Selling,1785
16 March 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/16/,16 March 2022,Midday,RBD Palm Olein,Selling,1775
15 March 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/17/,15 March 2022,Closing,RBD Palm Olein,Selling,1765
15 March 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/17/,15 March 2022,Midday,RBD Palm Olein,Selling,1760
14 March 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/17/,14 March 2022,Closing,RBD Palm Olein,Selling,1810
14 March 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/17/,14 March 2022,Midday,RBD Palm Olein,Selling,1785
11 March 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/17/,11 March 2022,Closing,RBD Palm Olein,Selling,1915
11 March 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/17/,11 March 2022,Midday,RBD Palm Olein,Selling,1920
10 March 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/17/,10 March 2022,Closing,RBD Palm Olein,Selling,1920
MPOB Monthly Report – February 2022,https://agropost.wordpress.com/page/17/,,2022,,,
10 March 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/17/,10 March 2022,Midday,RBD Palm Olein,Selling,1927.5
9 March 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/17/,9 March 2022,Closing,RBD Palm Olein,Selling,1955
9 March 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/18/,9 March 2022,Midday,RBD Palm Olein,Selling,1785
8 March 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/18/,8 March 2022,Closing,RBD Palm Olein,Selling,1780
8 March 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/18/,8 March 2022,Midday,RBD Palm Olein,Selling,1810
7 March 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/18/,7 March 2022,Closing,RBD Palm Olein,Selling,1820
7 March 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/18/,7 March 2022,Midday,RBD Palm Olein,Selling,1800
4 March 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/18/,4 March 2022,Closing,RBD Palm Olein,Selling,1760
4 March 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/18/,4 March 2022,Midday,RBD Palm Olein,Selling,1780
3 March 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/18/,3 March 2022,Closing,RBD Palm Olein,Selling,1900
3 March 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/18/,3 March 2022,Midday,RBD Palm Olein,Selling,1970
2 March 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/18/,2 March 2022,Closing,RBD Palm Olein,Selling,1930
2 March 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/19/,2 March 2022,Midday,RBD Palm Olein,Selling,2050
1 March 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/19/,1 March 2022,Midday,RBD Palm Olein,Selling,1920
28 February 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/19/,28 February 2022,Closing,RBD Palm Olein,Selling,1830
28 February 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/19/,28 February 2022,Midday,RBD Palm Olein,Selling,1730
25 February 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/19/,25 February 2022,Closing,RBD Palm Olein,Selling,1685
25 February 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/19/,25 February 2022,Midday,RBD Palm Olein,Selling,1715
24 February 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/19/,24 February 2022,Closing,RBD Palm Olein,Selling,1745
24 February 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/19/,24 February 2022,Midday,RBD Palm Olein,Selling,1700
23 February 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/19/,23 February 2022,Closing,RBD Palm Olein,Selling,1642.5
23 February 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/19/,23 February 2022,Midday,RBD Palm Olein,Selling,1642.5
22 February 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/20/,22 February 2022,Closing,RBD Palm Olein,Selling,1620
22 February 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/20/,22 February 2022,Midday,RBD Palm Olein,Selling,1605
21 February 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/20/,21 February 2022,Closing,RBD Palm Olein,Selling,1570
21 February 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/20/,21 February 2022,Midday,RBD Palm Olein,Selling,1570
18 February 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/20/,18 February 2022,Closing,RBD Palm Olein,Selling,1550
18 February 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/20/,18 February 2022,Midday,RBD Palm Olein,Selling,1555
17 February 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/20/,17 February 2022,Closing,RBD Palm Olein,Selling,1545
17 February 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/20/,17 February 2022,Midday,RBD Palm Olein,Selling,1535
16 February 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/20/,16 February 2022,Closing,RBD Palm Olein,Selling,1525
16 February 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/20/,16 February 2022,Midday,RBD Palm Olein,Selling,1525
15 February 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/21/,15 February 2022,Closing,RBD Palm Olein,Selling,1517.5
15 February 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/21/,15 February 2022,Midday,RBD Palm Olein,Selling,1510
14 February 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/21/,14 February 2022,Closing,RBD Palm Olein,Selling,1510
14 February 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/21/,14 February 2022,Midday,RBD Palm Olein,Selling,1495
11 February 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/21/,11 February 2022,Closing,RBD Palm Olein,Selling,1480
11 February 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/21/,11 February 2022,Midday,RBD Palm Olein,Selling,1475
MPOB Monthly Report – Jan’22,https://agropost.wordpress.com/page/21/,,Jan’22,,,
10 February 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/21/,10 February 2022,Closing,RBD Palm Olein,Selling,1465
10 February 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/21/,10 February 2022,Midday,RBD Palm Olein,Selling,1460
9 February 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/21/,9 February 2022,Closing,RBD Palm Olein,Selling,1465
9 February 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/22/,9 February 2022,Midday,RBD Palm Olein,Selling,1425
8 February 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/22/,8 February 2022,Closing,RBD Palm Olein,Selling,1430
8 February 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/22/,8 February 2022,Midday,RBD Palm Olein,Selling,1430
7 February 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/22/,7 February 2022,Closing,RBD Palm Olein,Selling,1465
7 February 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/22/,7 February 2022,Midday,RBD Palm Olein,Selling,1480
4 February 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/22/,4 February 2022,Midday,RBD Palm Olein,Selling,1475
Palm Market Closed for Half Day,https://agropost.wordpress.com/page/22/,,Day,,,
31 January 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/22/,31 January 2022,Midday,RBD Palm Olein,Selling,1485
28 January 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/22/,28 January 2022,Closing,RBD Palm Olein,Selling,1460
28 January 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/22/,28 January 2022,Midday,RBD Palm Olein,Selling,1430
27 January 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/23/,27 January 2022,Closing,RBD Palm Olein,Selling,1425
27 January 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/23/,27 January 2022,Midday,RBD Palm Olein,Selling,1405
26 January 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/23/,26 January 2022,Closing,RBD Palm Olein,Selling,1382.5
26 January 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/23/,26 January 2022,Midday,RBD Palm Olein,Selling,1375
