date,updated_at,price,url
25 May 2022,Closing,1730,https://agropost.wordpress.com/page/7/
25 May 2022,Midday,1745,https://agropost.wordpress.com/page/7/
24 May 2022,Closing,1780,https://agropost.wordpress.com/page/7/
24 May 2022,Midday,1700,https://agropost.wordpress.com/page/7/
23 May 2022,Closing,1680,https://agropost.wordpress.com/page/7/
23 May 2022,Midday,1680,https://agropost.wordpress.com/page/7/
20 May 2022,Closing,1670,https://agropost.wordpress.com/page/8/
20 May 2022,Midday,1680,https://agropost.wordpress.com/page/8/
19 May 2022,Closing,1660,https://agropost.wordpress.com/page/8/
19 May 2022,Midday,1660,https://agropost.wordpress.com/page/8/
18 May 2022,Closing,1670,https://agropost.wordpress.com/page/8/
18 May 2022,Midday,1640,https://agropost.wordpress.com/page/8/
17 May 2022,Closing,1640,https://agropost.wordpress.com/page/8/
17 May 2022,Midday,1620,https://agropost.wordpress.com/page/8/
13 May 2022,Midday,1710,https://agropost.wordpress.com/page/9/
12 May 2022,Closing,1700,https://agropost.wordpress.com/page/9/
12 May 2022,Midday,1680,https://agropost.wordpress.com/page/9/
11 May 2022,Closing,1725,https://agropost.wordpress.com/page/9/
11 May 2022,Midday,1700,https://agropost.wordpress.com/page/9/
10 May 2022,Closing,1700,https://agropost.wordpress.com/page/9/
6 May 2022,Closing,1760,https://agropost.wordpress.com/page/10/
6 May 2022,Midday,1780,https://agropost.wordpress.com/page/10/
5 May 2022,Closing,1820,https://agropost.wordpress.com/page/10/
5 May 2022,Midday,1830,https://agropost.wordpress.com/page/10/
27 April 2022,Midday,1770,https://agropost.wordpress.com/page/11/
26 April 2022,Closing,1760,https://agropost.wordpress.com/page/11/
26 April 2022,Midday,1760,https://agropost.wordpress.com/page/11/
25 April 2022,Closing,1740,https://agropost.wordpress.com/page/11/
25 April 2022,Midday,1830,https://agropost.wordpress.com/page/11/
22 April 2022,Closing,1700,https://agropost.wordpress.com/page/11/
22 April 2022,Midday,1675,https://agropost.wordpress.com/page/11/
21 April 2022,Closing,1680,https://agropost.wordpress.com/page/11/
21 April 2022,Midday,1685,https://agropost.wordpress.com/page/11/
20 April 2022,Closing,1680,https://agropost.wordpress.com/page/11/
20 April 2022,Midday,1695,https://agropost.wordpress.com/page/12/
18 April 2022,Closing,1710,https://agropost.wordpress.com/page/12/
18 April 2022,Midday,1710,https://agropost.wordpress.com/page/12/
15 April 2022,Closing,1700,https://agropost.wordpress.com/page/12/
15 April 2022,Midday,1700,https://agropost.wordpress.com/page/12/
14 April 2022,Closing,1700,https://agropost.wordpress.com/page/12/
14 April 2022,Midday,1710,https://agropost.wordpress.com/page/12/
13 April 2022,Closing,1680,https://agropost.wordpress.com/page/12/
13 April 2022,Midday,1680,https://agropost.wordpress.com/page/12/
12 April 2022,Closing,1680,https://agropost.wordpress.com/page/12/
12 April 2022,Midday,1670,https://agropost.wordpress.com/page/13/
11 April 2022,Closing,1640,https://agropost.wordpress.com/page/13/
5 April 2022,Closing,1670,https://agropost.wordpress.com/page/14/
5 April 2022,Midday,1645,https://agropost.wordpress.com/page/14/
4 April 2022,Closing,1640,https://agropost.wordpress.com/page/14/
4 April 2022,Midday,1660,https://agropost.wordpress.com/page/14/
1 April 2022,Closing,1650,https://agropost.wordpress.com/page/14/
1 April 2022,Midday,1650,https://agropost.wordpress.com/page/14/
31 March 2022,Closing,1685,https://agropost.wordpress.com/page/14/
31 March 2022,Midday,1690,https://agropost.wordpress.com/page/14/
30 March 2022,Closing,1705,https://agropost.wordpress.com/page/14/
30 March 2022,Midday,1700,https://agropost.wordpress.com/page/14/
29 March 2022,Closing,1700,https://agropost.wordpress.com/page/15/
29 March 2022,Midday,1710,https://agropost.wordpress.com/page/15/
28 March 2022,Closing,1710,https://agropost.wordpress.com/page/15/
28 March 2022,Midday,1710,https://agropost.wordpress.com/page/15/
25 March 2022,Closing,1710,https://agropost.wordpress.com/page/15/
25 March 2022,Midday,1710,https://agropost.wordpress.com/page/15/
24 March 2022,Closing,1710,https://agropost.wordpress.com/page/15/
24 March 2022,Midday,1710,https://agropost.wordpress.com/page/15/
23 March 2022,Closing,1710,https://agropost.wordpress.com/page/15/
23 March 2022,Midday,1710,https://agropost.wordpress.com/page/15/
15 March 2022,Closing,1765,https://agropost.wordpress.com/page/17/
15 March 2022,Midday,1760,https://agropost.wordpress.com/page/17/
14 March 2022,Closing,1810,https://agropost.wordpress.com/page/17/
14 March 2022,Midday,1785,https://agropost.wordpress.com/page/17/
11 March 2022,Closing,1915,https://agropost.wordpress.com/page/17/
11 March 2022,Midday,1920,https://agropost.wordpress.com/page/17/
10 March 2022,Closing,1920,https://agropost.wordpress.com/page/17/
9 March 2022,Midday,1785,https://agropost.wordpress.com/page/18/
8 March 2022,Closing,1780,https://agropost.wordpress.com/page/18/
8 March 2022,Midday,1810,https://agropost.wordpress.com/page/18/
7 March 2022,Closing,1820,https://agropost.wordpress.com/page/18/
7 March 2022,Midday,1800,https://agropost.wordpress.com/page/18/
4 March 2022,Closing,1760,https://agropost.wordpress.com/page/18/
4 March 2022,Midday,1780,https://agropost.wordpress.com/page/18/
3 March 2022,Closing,1900,https://agropost.wordpress.com/page/18/
3 March 2022,Midday,1970,https://agropost.wordpress.com/page/18/
2 March 2022,Closing,1930,https://agropost.wordpress.com/page/18/
2 March 2022,Midday,2050,https://agropost.wordpress.com/page/19/
1 March 2022,Midday,1920,https://agropost.wordpress.com/page/19/
28 February 2022,Closing,1830,https://agropost.wordpress.com/page/19/
28 February 2022,Midday,1730,https://agropost.wordpress.com/page/19/
25 February 2022,Closing,1685,https://agropost.wordpress.com/page/19/
25 February 2022,Midday,1715,https://agropost.wordpress.com/page/19/
24 February 2022,Closing,1745,https://agropost.wordpress.com/page/19/
24 February 2022,Midday,1700,https://agropost.wordpress.com/page/19/
23 February 2022,Closing,1642.5,https://agropost.wordpress.com/page/19/
23 February 2022,Midday,1642.5,https://agropost.wordpress.com/page/19/
22 February 2022,Closing,1620,https://agropost.wordpress.com/page/20/
22 February 2022,Midday,1605,https://agropost.wordpress.com/page/20/
21 February 2022,Closing,1570,https://agropost.wordpress.com/page/20/
21 February 2022,Midday,1570,https://agropost.wordpress.com/page/20/
18 February 2022,Closing,1550,https://agropost.wordpress.com/page/20/
18 February 2022,Midday,1555,https://agropost.wordpress.com/page/20/
17 February 2022,Closing,1545,https://agropost.wordpress.com/page/20/
17 February 2022,Midday,1535,https://agropost.wordpress.com/page/20/
16 February 2022,Closing,1525,https://agropost.wordpress.com/page/20/
16 February 2022,Midday,1525,https://agropost.wordpress.com/page/20/
15 February 2022,Closing,1517.5,https://agropost.wordpress.com/page/21/
15 February 2022,Midday,1510,https://agropost.wordpress.com/page/21/
14 February 2022,Closing,1510,https://agropost.wordpress.com/page/21/
14 February 2022,Midday,1495,https://agropost.wordpress.com/page/21/
11 February 2022,Closing,1480,https://agropost.wordpress.com/page/21/
11 February 2022,Midday,1475,https://agropost.wordpress.com/page/21/
9 February 2022,Midday,1425,https://agropost.wordpress.com/page/22/
8 February 2022,Closing,1430,https://agropost.wordpress.com/page/22/
8 February 2022,Midday,1430,https://agropost.wordpress.com/page/22/
7 February 2022,Closing,1465,https://agropost.wordpress.com/page/22/
7 February 2022,Midday,1480,https://agropost.wordpress.com/page/22/
4 February 2022,Midday,1475,https://agropost.wordpress.com/page/22/
27 January 2022,Closing,1425,https://agropost.wordpress.com/page/23/
27 January 2022,Midday,1405,https://agropost.wordpress.com/page/23/
26 January 2022,Closing,1382.5,https://agropost.wordpress.com/page/23/
26 January 2022,Midday,1375,https://agropost.wordpress.com/page/23/
25 January 2022,Closing,1375,https://agropost.wordpress.com/page/23/
25 January 2022,Midday,1370,https://agropost.wordpress.com/page/23/
24 January 2022,Closing,1370,https://agropost.wordpress.com/page/23/
24 January 2022,Midday,1387.5,https://agropost.wordpress.com/page/23/
21 January 2022,Closing,1382.5,https://agropost.wordpress.com/page/23/
21 January 2022,Midday,1370,https://agropost.wordpress.com/page/23/
20 January 2022,Closing,1370,https://agropost.wordpress.com/page/24/
20 January 2022,Midday,1370,https://agropost.wordpress.com/page/24/
17 January 2022,Closing,1340,https://agropost.wordpress.com/page/24/
17 January 2022,Midday,1335,https://agropost.wordpress.com/page/24/
14 January 2022,Closing,1335,https://agropost.wordpress.com/page/24/
14 January 2022,Midday,1320,https://agropost.wordpress.com/page/24/
13 January 2022,Closing,1345,https://agropost.wordpress.com/page/24/
13 January 2022,Midday,1342.5,https://agropost.wordpress.com/page/24/
12 January 2022,Closing,1315,https://agropost.wordpress.com/page/24/
12 January 2022,Midday,1335,https://agropost.wordpress.com/page/24/
11 January 2022,Closing,1330,https://agropost.wordpress.com/page/25/
11 January 2022,Midday,1325,https://agropost.wordpress.com/page/25/
10 January 2022,Closing,1325,https://agropost.wordpress.com/page/25/
5 January 2022,Midday,1335,https://agropost.wordpress.com/page/26/
4 January 2022,Closing,1315,https://agropost.wordpress.com/page/26/
4 January 2022,Midday,1315,https://agropost.wordpress.com/page/26/
3 January 2022,Midday,1320,https://agropost.wordpress.com/page/26/
31 December 2021,Closing,1285,https://agropost.wordpress.com/page/26/
31 December 2021,Midday,1287.5,https://agropost.wordpress.com/page/26/
30 December 2021,Closing,1282.5,https://agropost.wordpress.com/page/26/
30 December 2021,Midday,1290,https://agropost.wordpress.com/page/26/
29 December 2021,Closing,1290,https://agropost.wordpress.com/page/26/
29 December 2021,Middday,1300,https://agropost.wordpress.com/page/26/
28 December 2021,Closing,1310,https://agropost.wordpress.com/page/27/
28 December 2021,Midday,1275,https://agropost.wordpress.com/page/27/
27 December 2021,Closing,1275,https://agropost.wordpress.com/page/27/
27 December 2021,Midday,1285,https://agropost.wordpress.com/page/27/
24 December 2021,Midday,1280,https://agropost.wordpress.com/page/27/
23 December 2021,Closing,1250,https://agropost.wordpress.com/page/27/
23 December 2021,Midday,1245,https://agropost.wordpress.com/page/27/
22 December 2021,Closing,1242.5,https://agropost.wordpress.com/page/27/
22 December 2021,Midday,1245,https://agropost.wordpress.com/page/27/
21 December 2021,Closing,1225,https://agropost.wordpress.com/page/27/
21 December 2021,Midday,1225,https://agropost.wordpress.com/page/28/
20 December 2021,Closing,1205,https://agropost.wordpress.com/page/28/
20 December 2021,Midday,1215,https://agropost.wordpress.com/page/28/
17 December 2021,Midday,1245,https://agropost.wordpress.com/page/28/
16 December 2021,Closing,1220,https://agropost.wordpress.com/page/28/
16 December 2021,Midday,1240,https://agropost.wordpress.com/page/28/
15 December 2021,Closing,1230,https://agropost.wordpress.com/page/28/
15 December 2021,Midday,1230,https://agropost.wordpress.com/page/28/
14 December 2021,Closing,1290,https://agropost.wordpress.com/page/28/
13 December 2021,Closing,1310,https://agropost.wordpress.com/page/28/
13 December 2021,Midday,1320,https://agropost.wordpress.com/page/29/
10 December 2021,Closing,1310,https://agropost.wordpress.com/page/29/
6 December 2021,Closing,1315,https://agropost.wordpress.com/page/30/
6 December 2021,Midday,1325,https://agropost.wordpress.com/page/30/
2 December 2021,Closing,1305,https://agropost.wordpress.com/page/30/
2 December 2021,Midday,1300,https://agropost.wordpress.com/page/30/
1 December 2021,Closing,1315,https://agropost.wordpress.com/page/30/
1 December 2021,Midday,1305,https://agropost.wordpress.com/page/30/
30 November 2021,Closing,1305,https://agropost.wordpress.com/page/30/
30 November 2021,Midday,1315,https://agropost.wordpress.com/page/30/
29 November 2021,Closing,1325,https://agropost.wordpress.com/page/30/
29 November 2021,Midday,1335,https://agropost.wordpress.com/page/30/
26 November 2021,Closing,1330,https://agropost.wordpress.com/page/31/
26 November 2021,Midday,1345,https://agropost.wordpress.com/page/31/
25 November 2021,Closing,1350,https://agropost.wordpress.com/page/31/
25 November 2021,Midday,1355,https://agropost.wordpress.com/page/31/
24 November 2021,Midday,1345,https://agropost.wordpress.com/page/31/
23 November 2021,Closing,1340,https://agropost.wordpress.com/page/31/
23 November 2021,Midday,1355,https://agropost.wordpress.com/page/31/
22 November 2021,Closing,1367.5,https://agropost.wordpress.com/page/31/
22 November 2021,Midday,1357.5,https://agropost.wordpress.com/page/31/
19 November 2021,Closing,1370,https://agropost.wordpress.com/page/31/
19 November 2021,Midday,1370,https://agropost.wordpress.com/page/32/
18 November 2021,Closing,1370,https://agropost.wordpress.com/page/32/
18 November 2021,Midday,1350,https://agropost.wordpress.com/page/32/
17 November 2021,Midday,1360,https://agropost.wordpress.com/page/32/
16 November 2021,Closing,1365,https://agropost.wordpress.com/page/32/
16 November 2021,Midday,1375,https://agropost.wordpress.com/page/32/
15 November 2021,Closing,1370,https://agropost.wordpress.com/page/32/
15 November 2021,Midday,1365,https://agropost.wordpress.com/page/32/
12 November 2021,Closing,1370,https://agropost.wordpress.com/page/32/
12 November 2021,Midday,1370,https://agropost.wordpress.com/page/32/
8 July 2022,Closing,1110,https://agropost.wordpress.com/
8 July 2022,Midday,1120,https://agropost.wordpress.com/
7 July 2022,Closing,1120,https://agropost.wordpress.com/
7 July 2022,Midday,1120,https://agropost.wordpress.com/
6 July 2022,Closing,1085,https://agropost.wordpress.com/
6 July 2022,Midday,1065,https://agropost.wordpress.com/
5 July 2022,Closing,1180,https://agropost.wordpress.com/
5 July 2022,Midday,1200,https://agropost.wordpress.com/
4 July 2022,Closing,1240,https://agropost.wordpress.com/
4 July 2022,Midday,1280,https://agropost.wordpress.com/
11 November 2021,Closing,1360,https://agropost.wordpress.com/page/33/
11 November 2021,Midday,1370,https://agropost.wordpress.com/page/33/
10 November 2021,Closing,1365,https://agropost.wordpress.com/page/33/
10 November 2021,Midday,1355,https://agropost.wordpress.com/page/33/
5 November 2021,Midday,1360,https://agropost.wordpress.com/page/34/
3 November 2021,Closing,1385,https://agropost.wordpress.com/page/34/
3 November 2021,Midday,1375,https://agropost.wordpress.com/page/34/
2 November 2021,Closing,1380,https://agropost.wordpress.com/page/34/
2 November 2021,Midday,1352.5,https://agropost.wordpress.com/page/34/
1 November 2021,Closing,1370,https://agropost.wordpress.com/page/34/
1 November 2021,Midday,1375,https://agropost.wordpress.com/page/34/
29 October 2021,Closing,1375,https://agropost.wordpress.com/page/34/
29 October 2021,Midday,1370,https://agropost.wordpress.com/page/34/
28 October 2021,Closing,1335,https://agropost.wordpress.com/page/34/
28 October 2021,Midday,1335,https://agropost.wordpress.com/page/35/
27 October 2021,Closing,1355,https://agropost.wordpress.com/page/35/
27 October 2021,Midday,1355,https://agropost.wordpress.com/page/35/
26 October 2021,Closing,1360,https://agropost.wordpress.com/page/35/
26 October 2021,Midday,1370,https://agropost.wordpress.com/page/35/
25 October 2021,Closing,1345,https://agropost.wordpress.com/page/35/
25 October 2021,Midday,1350,https://agropost.wordpress.com/page/35/
22 October 2021,Closing,1335,https://agropost.wordpress.com/page/35/
22 October 2021,Midday,1325,https://agropost.wordpress.com/page/35/
21 October 2021,Closing,1340,https://agropost.wordpress.com/page/35/
21 October 2021,Midday,1395,https://agropost.wordpress.com/page/36/
20 October 2021,Closing,1360,https://agropost.wordpress.com/page/36/
20 October 2021,Midday,1360,https://agropost.wordpress.com/page/36/
18 October 2021,Closing,1325,https://agropost.wordpress.com/page/36/
18 October 2021,Midday,1317.5,https://agropost.wordpress.com/page/36/
15 October 2021,Closing,1310,https://agropost.wordpress.com/page/36/
15 October 2021,Midday,1325,https://agropost.wordpress.com/page/36/
14 October 2021,Closing,1315,https://agropost.wordpress.com/page/36/
14 October 2021,Midday,1325,https://agropost.wordpress.com/page/36/
13 October 2021,Closing,1350,https://agropost.wordpress.com/page/36/
13 October 2021,Midday,1315,https://agropost.wordpress.com/page/37/
12 October 2021,Closing,1305,https://agropost.wordpress.com/page/37/
12 October 2021,Midday,1305,https://agropost.wordpress.com/page/37/
11 October 2021,Closing,1325,https://agropost.wordpress.com/page/37/
11 October 2021,Midday,1320,https://agropost.wordpress.com/page/37/
6 October 2021,Closing,1300,https://agropost.wordpress.com/page/38/
6 October 2021,Midday,1300,https://agropost.wordpress.com/page/38/
5 October 2021,Closing,1270,https://agropost.wordpress.com/page/38/
5 October 2021,Midday,1265,https://agropost.wordpress.com/page/38/
4 October 2021,Closing,1235,https://agropost.wordpress.com/page/38/
4 October 2021,Midday,1225,https://agropost.wordpress.com/page/38/
1 October 2021,Closing,1205,https://agropost.wordpress.com/page/38/
1 October 2021,Midday,1220,https://agropost.wordpress.com/page/38/
30 September 2021,Closing,1235,https://agropost.wordpress.com/page/38/
30 September 2021,Midday,1220,https://agropost.wordpress.com/page/38/
29 September 2021,Closing,1210,https://agropost.wordpress.com/page/39/
29 September 2021,Midday,1190,https://agropost.wordpress.com/page/39/
28 September 2021,Closing,1205,https://agropost.wordpress.com/page/39/
28 September 2021,Midday,1190,https://agropost.wordpress.com/page/39/
27 September 2021,Closing,1190,https://agropost.wordpress.com/page/39/
27 September 2021,Midday,1205,https://agropost.wordpress.com/page/39/
24 September 2021,Closing,1197.5,https://agropost.wordpress.com/page/39/
24 September 2021,Midday,1200,https://agropost.wordpress.com/page/39/
23 September 2021,Closing,1200,https://agropost.wordpress.com/page/39/
23 September 2021,Midday,1185,https://agropost.wordpress.com/page/39/
22 September 2021,Closing,1175,https://agropost.wordpress.com/page/40/
22 September 2021,Midday,1170,https://agropost.wordpress.com/page/40/
21 September 2021,Closing,1155,https://agropost.wordpress.com/page/40/
21 September 2021,Midday,1145,https://agropost.wordpress.com/page/40/
20 September 2021,Closing,1172.5,https://agropost.wordpress.com/page/40/
20 September 2021,Midday,1182.5,https://agropost.wordpress.com/page/40/
17 September 2021,Closing,1175,https://agropost.wordpress.com/page/40/
17 September 2021,Midday,1180,https://agropost.wordpress.com/page/40/
15 September 2021,Closing,1197.5,https://agropost.wordpress.com/page/40/
15 September 2021,Midday,1197.5,https://agropost.wordpress.com/page/40/
14 September 2021,Closing,1190,https://agropost.wordpress.com/page/41/
14 September 2021,Midday,1190,https://agropost.wordpress.com/page/41/
13 September 2021,Closing,1185,https://agropost.wordpress.com/page/41/
13 September 2021,Midday,1190,https://agropost.wordpress.com/page/41/
10 September 2021,Closing,1190,https://agropost.wordpress.com/page/41/
8 September 2021,Midday,1185,https://agropost.wordpress.com/page/42/
7 September 2021,Closing,1180,https://agropost.wordpress.com/page/42/
7 September 2021,Midday,1185,https://agropost.wordpress.com/page/42/
6 September 2021,Closing,1175,https://agropost.wordpress.com/page/42/
6 September 2021,Midday,1180,https://agropost.wordpress.com/page/42/
3 September 2021,Closing,1170,https://agropost.wordpress.com/page/42/
3 September 2021,Midday,1185,https://agropost.wordpress.com/page/42/
2 September 2021,Closing,1145,https://agropost.wordpress.com/page/42/
2 September 2021,Midday,1155,https://agropost.wordpress.com/page/42/
1 September 2021,Closing,1145,https://agropost.wordpress.com/page/42/
1 September 2021,Midday,1155,https://agropost.wordpress.com/page/43/
30 August 2021,Closing,1165,https://agropost.wordpress.com/page/43/
30 August 2021,Midday,1175,https://agropost.wordpress.com/page/43/
27 August 2021,Closing,1165,https://agropost.wordpress.com/page/43/
27 August 2021,Midday,1175,https://agropost.wordpress.com/page/43/
26 August 2021,Closing,1175,https://agropost.wordpress.com/page/43/
26 August 2021,Midday,1170,https://agropost.wordpress.com/page/43/
25 August 2021,Closing,1170,https://agropost.wordpress.com/page/43/
25 August 2021,Midday,1160,https://agropost.wordpress.com/page/43/
24 August 2021,Closing,1150,https://agropost.wordpress.com/page/43/
24 August 2021,Midday,1150,https://agropost.wordpress.com/page/44/
23 August 2021,Closing,1170,https://agropost.wordpress.com/page/44/
23 August 2021,Midday,1155,https://agropost.wordpress.com/page/44/
20 August 2021,Closing,1160,https://agropost.wordpress.com/page/44/
20 August 2021,Midday,1160,https://agropost.wordpress.com/page/44/
19 August 2021,Closing,1160,https://agropost.wordpress.com/page/44/
19 August 2021,Midday,1175,https://agropost.wordpress.com/page/44/
18 August 2021,Closing,1180,https://agropost.wordpress.com/page/44/
18 August 2021,Midday,1170,https://agropost.wordpress.com/page/44/
17 August 2021,Closing,1190,https://agropost.wordpress.com/page/44/
17 August 2021,Midday,1194,https://agropost.wordpress.com/page/45/
16 August 2021,Closing,1180,https://agropost.wordpress.com/page/45/
16 August 2021,Midday,1185,https://agropost.wordpress.com/page/45/
13 August 2021,Closing,1165,https://agropost.wordpress.com/page/45/
13 August 2021,Midday,1145,https://agropost.wordpress.com/page/45/
12 August 2021,Closing,1170,https://agropost.wordpress.com/page/45/
12 August 2021,Midday,1177.5,https://agropost.wordpress.com/page/45/
11 August 2021,Closing,1185,https://agropost.wordpress.com/page/45/
11 August 2021,Midday,1157.5,https://agropost.wordpress.com/page/45/
9 August 2021,Closing,1125,https://agropost.wordpress.com/page/46/
9 August 2021,Midday,1137.5,https://agropost.wordpress.com/page/46/
6 August 2021,Closing,1145,https://agropost.wordpress.com/page/46/
6 August 2021,Midday,1140,https://agropost.wordpress.com/page/46/
5 August 2021,Closing,1155,https://agropost.wordpress.com/page/46/
5 August 2021,Midday,1155,https://agropost.wordpress.com/page/46/
4 August 2021,Closing,1150,https://agropost.wordpress.com/page/46/
4 August 2021,Midday,1140,https://agropost.wordpress.com/page/46/
3 August 2021,Closing,1120,https://agropost.wordpress.com/page/46/
3 August 2021,Midday,1130,https://agropost.wordpress.com/page/46/
2 August 2021,Closing,1112.5,https://agropost.wordpress.com/page/47/
2 August 2021,Midday,1125,https://agropost.wordpress.com/page/47/
30 Jul 2021,Closing,1157.5,https://agropost.wordpress.com/page/47/
30 Jul 2021,Midday,1165,https://agropost.wordpress.com/page/47/
29 Jul 2021,Closing,1165,https://agropost.wordpress.com/page/47/
29 Jul 2021,Midday,1150,https://agropost.wordpress.com/page/47/
28 Jul 2021,Closing,1145,https://agropost.wordpress.com/page/47/
28 Jul 2021,Midday,1155,https://agropost.wordpress.com/page/47/
27 Jul 2021,Closing,1160,https://agropost.wordpress.com/page/47/
27 Jul 2021,Midday,1160,https://agropost.wordpress.com/page/47/
26 Jul 2021,Closing,1145,https://agropost.wordpress.com/page/48/
26 Jul 2021,Midday,1130,https://agropost.wordpress.com/page/48/
23 Jul 2021,Closing,1130,https://agropost.wordpress.com/page/48/
23 Jul 2021,Midday,1120,https://agropost.wordpress.com/page/48/
22 Jul 2021,Closing,1095,https://agropost.wordpress.com/page/48/
22 Jul 2021,Midday,1090,https://agropost.wordpress.com/page/48/
21 Jul 2021,Closing,1100,https://agropost.wordpress.com/page/48/
21 Jul 2021,Midday,1090,https://agropost.wordpress.com/page/48/
19 Jul 2021,Midday,1105,https://agropost.wordpress.com/page/48/
16 Jul 2021,Closing,1100,https://agropost.wordpress.com/page/48/
16 Jul 2021,Midday,1090,https://agropost.wordpress.com/page/49/
15 Jul 2021,Closing,1090,https://agropost.wordpress.com/page/49/
15 Jul 2021,Midday,1080,https://agropost.wordpress.com/page/49/
14 Jul 2021,Closing,1062.5,https://agropost.wordpress.com/page/49/
14 Jul 2021,Midday,1050,https://agropost.wordpress.com/page/49/
13 Jul 2021,Closing,1055,https://agropost.wordpress.com/page/49/
13 Jul 2021,Midday,1040,https://agropost.wordpress.com/page/49/
12 Jul 2021,Closing,1035,https://agropost.wordpress.com/page/49/
12 Jul 2021,Midday,1040,https://agropost.wordpress.com/page/49/
9 Jul 2021,Closing,1045,https://agropost.wordpress.com/page/50/
9 Jul 2021,Midday,1035,https://agropost.wordpress.com/page/50/
8 Jul 2021,Closing,1025,https://agropost.wordpress.com/page/50/
8 Jul 2021,Midday,1025,https://agropost.wordpress.com/page/50/
7 Jul 2021,Closing,1025,https://agropost.wordpress.com/page/50/
7 Jul 2021,Midday,1030,https://agropost.wordpress.com/page/50/
6 Jul 2021,Closing,1045,https://agropost.wordpress.com/page/50/
6 Jul 2021,Midday,1060,https://agropost.wordpress.com/page/50/
5 Jul 2021,Closing,1042.5,https://agropost.wordpress.com/page/50/
5 Jul 2021,Midday,1040,https://agropost.wordpress.com/page/50/
2 Jul 2021,Closing,1035,https://agropost.wordpress.com/page/51/
2 Jul 2021,Midday,1020,https://agropost.wordpress.com/page/51/
1 Jul 2021,Closing,1010,https://agropost.wordpress.com/page/51/
1 Jul 2021,Midday,1035,https://agropost.wordpress.com/page/51/
30 June 2021,Closing,1005,https://agropost.wordpress.com/page/51/
30 June 2021,Midday,1015,https://agropost.wordpress.com/page/51/
29 June 2021,Closing,1000,https://agropost.wordpress.com/page/51/
29 June 2021,Midday,980,https://agropost.wordpress.com/page/51/
28 June 2021,Closing,995,https://agropost.wordpress.com/page/51/
28 June 2021,Midday,985,https://agropost.wordpress.com/page/51/
25 June 2021,Closing,995,https://agropost.wordpress.com/page/52/
25 June 2021,Midday,975,https://agropost.wordpress.com/page/52/
24 June 2021,Closing,975,https://agropost.wordpress.com/page/52/
24 June 2021,Midday,975,https://agropost.wordpress.com/page/52/
23 June 2021,Closing,975,https://agropost.wordpress.com/page/52/
23 June 2021,Midday,980,https://agropost.wordpress.com/page/52/
22 June 2021,Closing,950,https://agropost.wordpress.com/page/52/
