raw_title,url,date,updated_at,product,buy_or_sell,price
29 April 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/12/,29 April 2022,Closing,RBD Palm Olein,Selling,1930
29 April 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/13/,29 April 2022,Midday,RBD Palm Olein,Selling,1870
28 April 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/13/,28 April 2022,Closing,RBD Palm Olein,Selling,1860
28 April 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/13/,28 April 2022,Midday,RBD Palm Olein,Selling,1845
27 April 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/13/,27 April 2022,Closing,RBD Palm Olein,Selling,1860
27 April 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/13/,27 April 2022,Midday,RBD Palm Olein,Selling,1770
26 April 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/13/,26 April 2022,Closing,RBD Palm Olein,Selling,1760
26 April 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/13/,26 April 2022,Midday,RBD Palm Olein,Selling,1760
25 April 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/13/,25 April 2022,Closing,RBD Palm Olein,Selling,1740
25 April 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/13/,25 April 2022,Midday,RBD Palm Olein,Selling,1830
22 April 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/13/,22 April 2022,Closing,RBD Palm Olein,Selling,1700
22 April 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/14/,22 April 2022,Midday,RBD Palm Olein,Selling,1675
21 April 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/14/,21 April 2022,Closing,RBD Palm Olein,Selling,1680
21 April 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/14/,21 April 2022,Midday,RBD Palm Olein,Selling,1685
20 April 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/14/,20 April 2022,Closing,RBD Palm Olein,Selling,1680
20 April 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/14/,20 April 2022,Midday,RBD Palm Olein,Selling,1695
18 April 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/14/,18 April 2022,Closing,RBD Palm Olein,Selling,1710
18 April 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/14/,18 April 2022,Midday,RBD Palm Olein,Selling,1710
15 April 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/14/,15 April 2022,Closing,RBD Palm Olein,Selling,1700
15 April 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/14/,15 April 2022,Midday,RBD Palm Olein,Selling,1700
14 April 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/14/,14 April 2022,Closing,RBD Palm Olein,Selling,1700
14 April 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/15/,14 April 2022,Midday,RBD Palm Olein,Selling,1710
13 April 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/15/,13 April 2022,Closing,RBD Palm Olein,Selling,1680
13 April 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/15/,13 April 2022,Midday,RBD Palm Olein,Selling,1680
12 April 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/15/,12 April 2022,Closing,RBD Palm Olein,Selling,1680
12 April 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/15/,12 April 2022,Midday,RBD Palm Olein,Selling,1670
11 April 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/15/,11 April 2022,Closing,RBD Palm Olein,Selling,1640
MPOB Monthly Report – March 2022,https://agropost.wordpress.com/page/15/,,2022,,,
11 April 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/15/,11 April 2022,Midday,RBD Palm Olein,Selling,1660
8 April 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/15/,8 April 2022,Closing,RBD Palm Olein,Selling,1630
8 April 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/15/,8 April 2022,Midday,RBD Palm Olein,Selling,1630
7 April 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/16/,7 April 2022,Closing,RBD Palm Olein,Selling,1650
7 April 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/16/,7 April 2022,Midday,RBD Palm Olein,Selling,1650
6 April 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/16/,6 April 2022,Closing,RBD Palm Olein,Selling,1670
6 April 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/16/,6 April 2022,Midday,RBD Palm Olein,Selling,1670
5 April 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/16/,5 April 2022,Closing,RBD Palm Olein,Selling,1670
5 April 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/16/,5 April 2022,Midday,RBD Palm Olein,Selling,1645
4 April 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/16/,4 April 2022,Closing,RBD Palm Olein,Selling,1640
4 April 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/16/,4 April 2022,Midday,RBD Palm Olein,Selling,1660
1 April 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/16/,1 April 2022,Closing,RBD Palm Olein,Selling,1650
1 April 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/16/,1 April 2022,Midday,RBD Palm Olein,Selling,1650
31 March 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/17/,31 March 2022,Closing,RBD Palm Olein,Selling,1685
31 March 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/17/,31 March 2022,Midday,RBD Palm Olein,Selling,1690
30 March 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/17/,30 March 2022,Closing,RBD Palm Olein,Selling,1705
30 March 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/17/,30 March 2022,Midday,RBD Palm Olein,Selling,1700
29 March 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/17/,29 March 2022,Closing,RBD Palm Olein,Selling,1700
29 March 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/17/,29 March 2022,Midday,RBD Palm Olein,Selling,1710
28 March 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/17/,28 March 2022,Closing,RBD Palm Olein,Selling,1710
28 March 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/17/,28 March 2022,Midday,RBD Palm Olein,Selling,1710
25 March 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/17/,25 March 2022,Closing,RBD Palm Olein,Selling, 
25 March 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/17/,25 March 2022,Midday,RBD Palm Olein,Selling, 
24 March 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/18/,24 March 2022,Closing,RBD Palm Olein,Selling, 
24 March 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/18/,24 March 2022,Midday,RBD Palm Olein,Selling, 
23 March 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/18/,23 March 2022,Closing,RBD Palm Olein,Selling, 
23 March 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/18/,23 March 2022,Midday,RBD Palm Olein,Selling, 
22 March 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/18/,22 March 2022,Closing,RBD Palm Olein,Selling, 
22 March 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/18/,22 March 2022,Midday,RBD Palm Olein,Selling, 
21 March 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/18/,21 March 2022,Closing,RBD Palm Olein,Selling, 
21 March 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/18/,21 March 2022,Midday,RBD Palm Olein,Selling, 
18 March 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/18/,18 March 2022,Closing,RBD Palm Olein,Selling, 
18 March 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/18/,18 March 2022,Midday,RBD Palm Olein,Selling, 
17 March 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/19/,17 March 2022,Closing,RBD Palm Olein,Selling, 
17 March 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/19/,17 March 2022,Midday,RBD Palm Olein,Selling,1765
16 March 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/19/,16 March 2022,Closing,RBD Palm Olein,Selling,1785
16 March 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/19/,16 March 2022,Midday,RBD Palm Olein,Selling,1775
15 March 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/19/,15 March 2022,Closing,RBD Palm Olein,Selling,1765
15 March 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/19/,15 March 2022,Midday,RBD Palm Olein,Selling,1760
14 March 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/19/,14 March 2022,Closing,RBD Palm Olein,Selling,1810
14 March 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/19/,14 March 2022,Midday,RBD Palm Olein,Selling,1785
11 March 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/19/,11 March 2022,Closing,RBD Palm Olein,Selling,1915
11 March 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/19/,11 March 2022,Midday,RBD Palm Olein,Selling,1920
10 March 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/20/,10 March 2022,Closing,RBD Palm Olein,Selling,1920
MPOB Monthly Report – February 2022,https://agropost.wordpress.com/page/20/,,2022,,,
10 March 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/20/,10 March 2022,Midday,RBD Palm Olein,Selling,1927.5
9 March 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/20/,9 March 2022,Closing,RBD Palm Olein,Selling,1955
9 March 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/20/,9 March 2022,Midday,RBD Palm Olein,Selling,1785
8 March 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/20/,8 March 2022,Closing,RBD Palm Olein,Selling,1780
8 March 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/20/,8 March 2022,Midday,RBD Palm Olein,Selling,1810
7 March 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/20/,7 March 2022,Closing,RBD Palm Olein,Selling,1820
7 March 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/20/,7 March 2022,Midday,RBD Palm Olein,Selling,1800
4 March 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/20/,4 March 2022,Closing,RBD Palm Olein,Selling,1760
4 March 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/21/,4 March 2022,Midday,RBD Palm Olein,Selling,1780
3 March 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/21/,3 March 2022,Closing,RBD Palm Olein,Selling,1900
3 March 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/21/,3 March 2022,Midday,RBD Palm Olein,Selling,1970
2 March 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/21/,2 March 2022,Closing,RBD Palm Olein,Selling,1930
2 March 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/21/,2 March 2022,Midday,RBD Palm Olein,Selling,2050
1 March 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/21/,1 March 2022,Midday,RBD Palm Olein,Selling,1920
28 February 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/21/,28 February 2022,Closing,RBD Palm Olein,Selling,1830
28 February 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/21/,28 February 2022,Midday,RBD Palm Olein,Selling,1730
25 February 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/21/,25 February 2022,Closing,RBD Palm Olein,Selling,1685
25 February 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/21/,25 February 2022,Midday,RBD Palm Olein,Selling,1715
24 February 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/22/,24 February 2022,Closing,RBD Palm Olein,Selling,1745
24 February 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/22/,24 February 2022,Midday,RBD Palm Olein,Selling,1700
23 February 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/22/,23 February 2022,Closing,RBD Palm Olein,Selling,1642.5
23 February 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/22/,23 February 2022,Midday,RBD Palm Olein,Selling,1642.5
22 February 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/22/,22 February 2022,Closing,RBD Palm Olein,Selling,1620
22 February 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/22/,22 February 2022,Midday,RBD Palm Olein,Selling,1605
21 February 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/22/,21 February 2022,Closing,RBD Palm Olein,Selling,1570
21 February 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/22/,21 February 2022,Midday,RBD Palm Olein,Selling,1570
18 February 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/22/,18 February 2022,Closing,RBD Palm Olein,Selling,1550
18 February 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/22/,18 February 2022,Midday,RBD Palm Olein,Selling,1555
17 February 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/23/,17 February 2022,Closing,RBD Palm Olein,Selling,1545
17 February 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/23/,17 February 2022,Midday,RBD Palm Olein,Selling,1535
16 February 2022 – Palm Oil Market Closing,https://agropost.wordpress.com/page/23/,16 February 2022,Closing,RBD Palm Olein,Selling,1525
16 February 2022 – Palm Oil Market Midday,https://agropost.wordpress.com/page/23/,16 February 2022,Midday,RBD Palm Olein,Selling,1525
